Timer,K_decision,Rejection_Threshold,Final_Error,Converged
9,3,12,1570.1974638773972,False
9,3,13,1564.5522126927383,False
9,3,14,1561.9365228916427,False
9,4,5,1557.3960851524712,False
9,4,6,1557.3960851524712,False
9,4,7,1557.3960851524712,False
9,4,8,1557.3960851524712,False
9,4,9,1557.3960851524712,False
9,4,10,1557.3960851524712,False
9,4,11,1557.3960851524712,False
9,4,12,1557.3960851524712,False
9,4,13,1557.3960851524712,False
9,4,14,1557.3960851524712,False
9,5,5,1557.3960851524712,False
9,5,6,1557.3960851524712,False
9,5,7,1557.3960851524712,False
9,5,8,1557.3960851524712,False
9,5,9,1557.3960851524712,False
9,5,10,1557.3960851524712,False
9,5,11,1557.3960851524712,False
9,5,12,1557.3960851524712,False
9,5,13,1557.3960851524712,False
9,5,14,1557.3960851524712,False
9,6,5,1557.3960851524712,False
9,6,6,1557.3960851524712,False
9,6,7,1557.3960851524712,False
9,6,8,1557.3960851524712,False
9,6,9,1557.3960851524712,False
9,6,10,1557.3960851524712,False
9,6,11,1557.3960851524712,False
9,6,12,1557.3960851524712,False
9,6,13,1557.3960851524712,False
9,6,14,1557.3960851524712,False
9,7,5,1557.3960851524712,False
9,7,6,1557.3960851524712,False
9,7,7,1557.3960851524712,False
9,7,8,1557.3960851524712,False
9,7,9,1557.3960851524712,False
9,7,10,1557.3960851524712,False
9,7,11,1557.3960851524712,False
9,7,12,1557.3960851524712,False
9,7,13,1557.3960851524712,False
9,7,14,1557.3960851524712,False
9,8,5,1557.3960851524712,False
9,8,6,1557.3960851524712,False
9,8,7,1557.3960851524712,False
9,8,8,1557.3960851524712,False
9,8,9,1557.3960851524712,False
9,8,10,1557.3960851524712,False
9,8,11,1557.3960851524712,False
9,8,12,1557.3960851524712,False
9,8,13,1557.3960851524712,False
9,8,14,1557.3960851524712,False
9,9,5,1557.3960851524712,False
9,9,6,1557.3960851524712,False
9,9,7,1557.3960851524712,False
9,9,8,1557.3960851524712,False
9,9,9,1557.3960851524712,False
9,9,10,1557.3960851524712,False
9,9,11,1557.3960851524712,False
9,9,12,1557.3960851524712,False
9,9,13,1557.3960851524712,False
9,9,14,1557.3960851524712,False
9,10,5,1557.3960851524712,False
9,10,6,1557.3960851524712,False
9,10,7,1557.3960851524712,False
9,10,8,1557.3960851524712,False
9,10,9,1557.3960851524712,False
9,10,10,1557.3960851524712,False
9,10,11,1557.3960851524712,False
9,10,12,1557.3960851524712,False
9,10,13,1557.3960851524712,False
9,10,14,1557.3960851524712,False
10,1,5,2477.879008864697,False
10,1,6,2482.377662682566,False
10,1,7,2481.8316418836016,False
10,1,8,2502.112538206055,False
10,1,9,2476.764175222968,False
10,1,10,1942.3567823832554,False
10,1,11,2461.5905274051956,False
10,1,12,2481.718582684236,False
10,1,13,2131.20470042768,False
10,1,14,2092.411915773961,False
10,2,5,1659.243077356837,False
10,2,6,1739.553792102013,False
10,2,7,1940.762548137713,False
10,2,8,1770.6996429415324,False
10,2,9,1595.8526063055574,False
10,2,10,1681.415680915161,False
10,2,11,1842.0613447754295,False
10,2,12,1616.8104301998576,False
10,2,13,1662.0359685131398,False
10,2,14,1626.494791061763,False
10,3,5,1557.9775329812237,False
10,3,6,1559.1938336886305,False
10,3,7,1558.3128041449133,False
10,3,8,1558.5648863111257,False
10,3,9,1557.9002873371428,False
10,3,10,1557.8295950551428,False
10,3,11,1557.9340459998964,False
10,3,12,1558.6473998044091,False
10,3,13,1558.2509111244794,False
10,3,14,1558.360600844063,False
10,4,5,1557.3960851524712,False
10,4,6,1557.3960851524712,False
10,4,7,1557.3960851524712,False
10,4,8,1557.3960851524712,False
10,4,9,1557.3960851524712,False
10,4,10,1557.3960851524712,False
10,4,11,1557.3960851524712,False
10,4,12,1557.3960851524712,False
10,4,13,1557.3960851524712,False
10,4,14,1557.3960851524712,False
10,5,5,1557.3960851524712,False
10,5,6,1557.3960851524712,False
10,5,7,1557.3960851524712,False
10,5,8,1557.3960851524712,False
10,5,9,1557.3960851524712,False
10,5,10,1557.3960851524712,False
10,5,11,1557.3960851524712,False
10,5,12,1557.3960851524712,False
10,5,13,1557.3960851524712,False
10,5,14,1557.3960851524712,False
10,6,5,1557.3960851524712,False
10,6,6,1557.3960851524712,False
10,6,7,1557.3960851524712,False
10,6,8,1557.3960851524712,False
10,6,9,1557.3960851524712,False
10,6,10,1557.3960851524712,False
10,6,11,1557.3960851524712,False
10,6,12,1557.3960851524712,False
10,6,13,1557.3960851524712,False
10,6,14,1557.3960851524712,False
10,7,5,1557.3960851524712,False
10,7,6,1557.3960851524712,False
10,7,7,1557.3960851524712,False
10,7,8,1557.3960851524712,False
10,7,9,1557.3960851524712,False
10,7,10,1557.3960851524712,False
10,7,11,1557.3960851524712,False
10,7,12,1557.3960851524712,False
10,7,13,1557.3960851524712,False
10,7,14,1557.3960851524712,False
10,8,5,1557.3960851524712,False
10,8,6,1557.3960851524712,False
10,8,7,1557.3960851524712,False
10,8,8,1557.3960851524712,False
10,8,9,1557.3960851524712,False
10,8,10,1557.3960851524712,False
10,8,11,1557.3960851524712,False
10,8,12,1557.3960851524712,False
10,8,13,1557.3960851524712,False
10,8,14,1557.3960851524712,False
10,9,5,1557.3960851524712,False
10,9,6,1557.3960851524712,False
10,9,7,1557.3960851524712,False
10,9,8,1557.3960851524712,False
10,9,9,1557.3960851524712,False
10,9,10,1557.3960851524712,False
10,9,11,1557.3960851524712,False
10,9,12,1557.3960851524712,False
10,9,13,1557.3960851524712,False
10,9,14,1557.3960851524712,False
10,10,5,1557.3960851524712,False
10,10,6,1557.3960851524712,False
10,10,7,1557.3960851524712,False
10,10,8,1557.3960851524712,False
10,10,9,1557.3960851524712,False
10,10,10,1557.3960851524712,False
10,10,11,1557.3960851524712,False
10,10,12,1557.3960851524712,False
10,10,13,1557.3960851524712,False
10,10,14,1557.3960851524712,False
11,1,5,3988.088810021483,False
11,1,6,3972.8182640691507,False
11,1,7,3998.636823867641,False
11,1,8,2576.477526554535,False
11,1,9,3082.738233818827,False
11,1,10,2330.766930693972,False
11,1,11,2319.027056674353,False
11,1,12,2338.1793264230164,False
11,1,13,2034.5909556160505,False
11,1,14,2589.129993831349,False
11,2,5,1565.6351761545043,False
11,2,6,1596.310888350007,False
11,2,7,1582.7735987144013,False
11,2,8,1564.7571535865293,False
11,2,9,1575.2824481149237,False
11,2,10,1579.2688418206528,False
11,2,11,1587.6295790686183,False
11,2,12,1566.2577486976013,False
11,2,13,1560.5398554479257,False
11,2,14,1561.7673301371156,False
11,3,5,1577.629969263655,False
11,3,6,1569.1372953897064,False
11,3,7,1563.7644066989722,False
11,3,8,1572.8509550396493,False
11,3,9,1571.8404462467288,False
11,3,10,1621.9840398070232,False
11,3,11,1620.583066425624,False
11,3,12,1602.3516720311134,False
11,3,13,1564.8493268358568,False
11,3,14,1565.277637802763,False
11,4,5,1557.3960851524712,False
11,4,6,1557.3960851524712,False
11,4,7,1557.3960851524712,False
11,4,8,1557.3960851524712,False
11,4,9,1557.3960851524712,False
11,4,10,1557.3960851524712,False
11,4,11,1557.3960851524712,False
11,4,12,1557.3960851524712,False
11,4,13,1557.3960851524712,False
11,4,14,1557.3960851524712,False
11,5,5,1557.3960851524712,False
11,5,6,1557.3960851524712,False
11,5,7,1557.3960851524712,False
11,5,8,1557.3960851524712,False
11,5,9,1557.3960851524712,False
11,5,10,1557.3960851524712,False
11,5,11,1557.3960851524712,False
11,5,12,1557.3960851524712,False
11,5,13,1557.3960851524712,False
11,5,14,1557.3960851524712,False
11,6,5,1557.3960851524712,False
11,6,6,1557.3960851524712,False
11,6,7,1557.3960851524712,False
11,6,8,1557.3960851524712,False
11,6,9,1557.3960851524712,False
11,6,10,1557.3960851524712,False
11,6,11,1557.3960851524712,False
11,6,12,1557.3960851524712,False
11,6,13,1557.3960851524712,False
11,6,14,1557.3960851524712,False
11,7,5,1557.3960851524712,False
11,7,6,1557.3960851524712,False
11,7,7,1557.3960851524712,False
11,7,8,1557.3960851524712,False
11,7,9,1557.3960851524712,False
11,7,10,1557.3960851524712,False
11,7,11,1557.3960851524712,False
11,7,12,1557.3960851524712,False
11,7,13,1557.3960851524712,False
11,7,14,1557.3960851524712,False
11,8,5,1557.3960851524712,False
11,8,6,1557.3960851524712,False
11,8,7,1557.3960851524712,False
11,8,8,1557.3960851524712,False
11,8,9,1557.3960851524712,False
11,8,10,1557.3960851524712,False
11,8,11,1557.3960851524712,False
11,8,12,1557.3960851524712,False
11,8,13,1557.3960851524712,False
11,8,14,1557.3960851524712,False
11,9,5,1557.3960851524712,False
11,9,6,1557.3960851524712,False
11,9,7,1557.3960851524712,False
11,9,8,1557.3960851524712,False
11,9,9,1557.3960851524712,False
11,9,10,1557.3960851524712,False
11,9,11,1557.3960851524712,False
11,9,12,1557.3960851524712,False
11,9,13,1557.3960851524712,False
11,9,14,1557.3960851524712,False
11,10,5,1557.3960851524712,False
11,10,6,1557.3960851524712,False
11,10,7,1557.3960851524712,False
11,10,8,1557.3960851524712,False
11,10,9,1557.3960851524712,False
11,10,10,1557.3960851524712,False
11,10,11,1557.3960851524712,False
11,10,12,1557.3960851524712,False
11,10,13,1557.3960851524712,False
11,10,14,1557.3960851524712,False
12,1,5,4534.293978402637,False
12,1,6,4508.348626043069,False
12,1,7,4528.524213669588,False
12,1,8,4521.376435149788,False
12,1,9,2874.4624470956605,False
12,1,10,2772.6038793179337,False
12,1,11,2477.3563354965872,False
12,1,12,2292.2482864608087,False
12,1,13,2404.113217773568,False
12,1,14,2499.6435614311536,False
12,2,5,2158.7679898191627,False
12,2,6,3371.7732897993105,False
12,2,7,2318.0283933185992,False
12,2,8,1948.972864031081,False
12,2,9,2515.756217254851,False
12,2,10,3495.9250425108617,False
12,2,11,2509.521885327362,False
12,2,12,2196.569514400994,False
12,2,13,2575.6008211456215,False
12,2,14,1557.3960851524712,False
12,3,5,2910.9416196111415,False
12,3,6,3228.646673660326,False
12,3,7,2056.691549304156,False
12,3,8,1743.0713541070381,False
12,3,9,2505.6088046555697,False
12,3,10,2488.146123629141,False
12,3,11,2448.377626514564,False
12,3,12,4296.903192465641,False
12,3,13,1986.877344897184,False
12,3,14,1557.3960851524712,False
12,4,5,1557.3960851524712,False
12,4,6,1557.3960851524712,False
12,4,7,1557.3960851524712,False
12,4,8,1557.3960851524712,False
12,4,9,1557.3960851524712,False
12,4,10,1557.3960851524712,False
12,4,11,1557.3960851524712,False
12,4,12,1557.3960851524712,False
12,4,13,1557.3960851524712,False
12,4,14,1557.3960851524712,False
12,5,5,1557.3960851524712,False
12,5,6,1557.3960851524712,False
12,5,7,1557.3960851524712,False
12,5,8,1557.3960851524712,False
12,5,9,1557.3960851524712,False
12,5,10,1557.3960851524712,False
12,5,11,1557.3960851524712,False
12,5,12,1557.3960851524712,False
12,5,13,1557.3960851524712,False
12,5,14,1557.3960851524712,False
12,6,5,1557.3960851524712,False
12,6,6,1557.3960851524712,False
12,6,7,1557.3960851524712,False
12,6,8,1557.3960851524712,False
12,6,9,1557.3960851524712,False
12,6,10,1557.3960851524712,False
12,6,11,1557.3960851524712,False
12,6,12,1557.3960851524712,False
12,6,13,1557.3960851524712,False
12,6,14,1557.3960851524712,False
12,7,5,1557.3960851524712,False
12,7,6,1557.3960851524712,False
12,7,7,1557.3960851524712,False
12,7,8,1557.3960851524712,False
12,7,9,1557.3960851524712,False
12,7,10,1557.3960851524712,False
12,7,11,1557.3960851524712,False
12,7,12,1557.3960851524712,False
12,7,13,1557.3960851524712,False
12,7,14,1557.3960851524712,False
12,8,5,1557.3960851524712,False
12,8,6,1557.3960851524712,False
12,8,7,1557.3960851524712,False
12,8,8,1557.3960851524712,False
12,8,9,1557.3960851524712,False
12,8,10,1557.3960851524712,False
12,8,11,1557.3960851524712,False
12,8,12,1557.3960851524712,False
12,8,13,1557.3960851524712,False
12,8,14,1557.3960851524712,False
12,9,5,1557.3960851524712,False
12,9,6,1557.3960851524712,False
12,9,7,1557.3960851524712,False
12,9,8,1557.3960851524712,False
12,9,9,1557.3960851524712,False
12,9,10,1557.3960851524712,False
12,9,11,1557.3960851524712,False
12,9,12,1557.3960851524712,False
12,9,13,1557.3960851524712,False
12,9,14,1557.3960851524712,False
12,10,5,1557.3960851524712,False
12,10,6,1557.3960851524712,False
12,10,7,1557.3960851524712,False
12,10,8,1557.3960851524712,False
12,10,9,1557.3960851524712,False
12,10,10,1557.3960851524712,False
12,10,11,1557.3960851524712,False
12,10,12,1557.3960851524712,False
12,10,13,1557.3960851524712,False
12,10,14,1557.3960851524712,False
13,1,5,3977.0742752907067,False
13,1,6,4009.665001233764,False
13,1,7,2231.036721289785,False
13,1,8,3951.0303633688904,False
13,1,9,3994.113541170372,False
13,1,10,1891.1548081636233,False
13,1,11,2192.505317144657,False
13,1,12,1968.012376919912,False
13,1,13,2619.36875109589,False
13,1,14,1894.732392812634,False
13,2,5,1550.1000941356674,False
13,2,6,1540.9196405844568,False
13,2,7,1552.2692044806258,False
13,2,8,1557.3960851524712,False
13,2,9,1557.3960851524712,False
13,2,10,1557.3960851524712,False
13,2,11,1557.3960851524712,False
13,2,12,1557.3960851524712,False
13,2,13,1557.3960851524712,False
13,2,14,1557.3960851524712,False
13,3,5,1557.560672388787,False
13,3,6,1557.4369674952363,False
13,3,7,1557.441645641864,False
13,3,8,1557.3960851524712,False
13,3,9,1557.3960851524712,False
13,3,10,1557.3960851524712,False
13,3,11,1557.3960851524712,False
13,3,12,1557.3960851524712,False
13,3,13,1557.3960851524712,False
13,3,14,1557.3960851524712,False
13,4,5,1557.3960851524712,False
13,4,6,1557.3960851524712,False
13,4,7,1557.3960851524712,False
13,4,8,1557.3960851524712,False
13,4,9,1557.3960851524712,False
13,4,10,1557.3960851524712,False
13,4,11,1557.3960851524712,False
13,4,12,1557.3960851524712,False
13,4,13,1557.3960851524712,False
13,4,14,1557.3960851524712,False
13,5,5,1557.3960851524712,False
13,5,6,1557.3960851524712,False
13,5,7,1557.3960851524712,False
13,5,8,1557.3960851524712,False
13,5,9,1557.3960851524712,False
13,5,10,1557.3960851524712,False
13,5,11,1557.3960851524712,False
13,5,12,1557.3960851524712,False
13,5,13,1557.3960851524712,False
13,5,14,1557.3960851524712,False
13,6,5,1557.3960851524712,False
13,6,6,1557.3960851524712,False
13,6,7,1557.3960851524712,False
13,6,8,1557.3960851524712,False
13,6,9,1557.3960851524712,False
13,6,10,1557.3960851524712,False
13,6,11,1557.3960851524712,False
13,6,12,1557.3960851524712,False
13,6,13,1557.3960851524712,False
13,6,14,1557.3960851524712,False
13,7,5,1557.3960851524712,False
13,7,6,1557.3960851524712,False
13,7,7,1557.3960851524712,False
13,7,8,1557.3960851524712,False
13,7,9,1557.3960851524712,False
13,7,10,1557.3960851524712,False
13,7,11,1557.3960851524712,False
13,7,12,1557.3960851524712,False
13,7,13,1557.3960851524712,False
13,7,14,1557.3960851524712,False
13,8,5,1557.3960851524712,False
13,8,6,1557.3960851524712,False
13,8,7,1557.3960851524712,False
13,8,8,1557.3960851524712,False
13,8,9,1557.3960851524712,False
13,8,10,1557.3960851524712,False
13,8,11,1557.3960851524712,False
13,8,12,1557.3960851524712,False
13,8,13,1557.3960851524712,False
13,8,14,1557.3960851524712,False
13,9,5,1557.3960851524712,False
13,9,6,1557.3960851524712,False
13,9,7,1557.3960851524712,False
13,9,8,1557.3960851524712,False
13,9,9,1557.3960851524712,False
13,9,10,1557.3960851524712,False
13,9,11,1557.3960851524712,False
13,9,12,1557.3960851524712,False
13,9,13,1557.3960851524712,False
13,9,14,1557.3960851524712,False
13,10,5,1557.3960851524712,False
13,10,6,1557.3960851524712,False
13,10,7,1557.3960851524712,False
13,10,8,1557.3960851524712,False
13,10,9,1557.3960851524712,False
13,10,10,1557.3960851524712,False
13,10,11,1557.3960851524712,False
13,10,12,1557.3960851524712,False
13,10,13,1557.3960851524712,False
13,10,14,1557.3960851524712,False
14,1,5,2481.0278984690945,False
14,1,6,2481.4212590879474,False
14,1,7,2474.5038470485115,False
14,1,8,2131.4337219607064,False
14,1,9,1942.8849822320592,False
14,1,10,1735.9551256999505,False
14,1,11,1825.2756818228195,False
14,1,12,1841.9352028829196,False
14,1,13,1806.9681063201951,False
14,1,14,1783.3210103065628,False
14,2,5,1584.1000383773999,False
14,2,6,1712.650877473546,False
14,2,7,1673.3338225452762,False
14,2,8,1557.3960851524712,False
14,2,9,1557.3960851524712,False
14,2,10,1557.3960851524712,False
14,2,11,1557.3960851524712,False
14,2,12,1557.3960851524712,False
14,2,13,1557.3960851524712,False
14,2,14,1557.3960851524712,False
14,3,5,1550.1711999459947,False
14,3,6,1550.6095765589732,False
14,3,7,1556.170348500322,False
14,3,8,1557.3960851524712,False
14,3,9,1557.3960851524712,False
14,3,10,1557.3960851524712,False
14,3,11,1557.3960851524712,False
14,3,12,1557.3960851524712,False
14,3,13,1557.3960851524712,False
14,3,14,1557.3960851524712,False
14,4,5,1557.3960851524712,False
14,4,6,1557.3960851524712,False
14,4,7,1557.3960851524712,False
14,4,8,1557.3960851524712,False
14,4,9,1557.3960851524712,False
14,4,10,1557.3960851524712,False
14,4,11,1557.3960851524712,False
14,4,12,1557.3960851524712,False
14,4,13,1557.3960851524712,False
14,4,14,1557.3960851524712,False
14,5,5,1557.3960851524712,False
14,5,6,1557.3960851524712,False
14,5,7,1557.3960851524712,False
14,5,8,1557.3960851524712,False
14,5,9,1557.3960851524712,False
14,5,10,1557.3960851524712,False
14,5,11,1557.3960851524712,False
14,5,12,1557.3960851524712,False
14,5,13,1557.3960851524712,False
14,5,14,1557.3960851524712,False
14,6,5,1557.3960851524712,False
14,6,6,1557.3960851524712,False
14,6,7,1557.3960851524712,False
14,6,8,1557.3960851524712,False
14,6,9,1557.3960851524712,False
14,6,10,1557.3960851524712,False
14,6,11,1557.3960851524712,False
14,6,12,1557.3960851524712,False
14,6,13,1557.3960851524712,False
14,6,14,1557.3960851524712,False
14,7,5,1557.3960851524712,False
14,7,6,1557.3960851524712,False
14,7,7,1557.3960851524712,False
14,7,8,1557.3960851524712,False
14,7,9,1557.3960851524712,False
14,7,10,1557.3960851524712,False
14,7,11,1557.3960851524712,False
14,7,12,1557.3960851524712,False
14,7,13,1557.3960851524712,False
14,7,14,1557.3960851524712,False
14,8,5,1557.3960851524712,False
14,8,6,1557.3960851524712,False
14,8,7,1557.3960851524712,False
14,8,8,1557.3960851524712,False
14,8,9,1557.3960851524712,False
14,8,10,1557.3960851524712,False
14,8,11,1557.3960851524712,False
14,8,12,1557.3960851524712,False
14,8,13,1557.3960851524712,False
14,8,14,1557.3960851524712,False
14,9,5,1557.3960851524712,False
14,9,6,1557.3960851524712,False
14,9,7,1557.3960851524712,False
14,9,8,1557.3960851524712,False
14,9,9,1557.3960851524712,False
14,9,10,1557.3960851524712,False
14,9,11,1557.3960851524712,False
14,9,12,1557.3960851524712,False
14,9,13,1557.3960851524712,False
14,9,14,1557.3960851524712,False
14,10,5,1557.3960851524712,False
14,10,6,1557.3960851524712,False
14,10,7,1557.3960851524712,False
14,10,8,1557.3960851524712,False
14,10,9,1557.3960851524712,False
14,10,10,1557.3960851524712,False
14,10,11,1557.3960851524712,False
14,10,12,1557.3960851524712,False
14,10,13,1557.3960851524712,False
14,10,14,1557.3960851524712,False
15,1,5,1673.4445100292658,False
15,1,6,1672.5521010214948,False
15,1,7,1673.7380896007326,False
15,1,8,1628.0132083294234,False
15,1,9,1584.0968492631246,False
15,1,10,1576.560235653662,False
15,1,11,1592.6098635533372,False
15,1,12,1585.8304851866317,False
15,1,13,1629.1938981506637,False
15,1,14,1580.6642016565963,False
15,2,5,1557.3960851524712,False
15,2,6,1557.3960851524712,False
15,2,7,1557.3960851524712,False
15,2,8,1557.3960851524712,False
15,2,9,1557.3960851524712,False
15,2,10,1557.3960851524712,False
15,2,11,1557.3960851524712,False
15,2,12,1557.3960851524712,False
15,2,13,1557.3960851524712,False
15,2,14,1557.3960851524712,False
15,3,5,1557.3960851524712,False
15,3,6,1557.3960851524712,False
15,3,7,1557.3960851524712,False
15,3,8,1557.3960851524712,False
15,3,9,1557.3960851524712,False
15,3,10,1557.3960851524712,False
15,3,11,1557.3960851524712,False
15,3,12,1557.3960851524712,False
15,3,13,1557.3960851524712,False
15,3,14,1557.3960851524712,False
15,4,5,1557.3960851524712,False
15,4,6,1557.3960851524712,False
15,4,7,1557.3960851524712,False
15,4,8,1557.3960851524712,False
15,4,9,1557.3960851524712,False
15,4,10,1557.3960851524712,False
15,4,11,1557.3960851524712,False
15,4,12,1557.3960851524712,False
15,4,13,1557.3960851524712,False
15,4,14,1557.3960851524712,False
15,5,5,1557.3960851524712,False
15,5,6,1557.3960851524712,False
15,5,7,1557.3960851524712,False
15,5,8,1557.3960851524712,False
15,5,9,1557.3960851524712,False
15,5,10,1557.3960851524712,False
15,5,11,1557.3960851524712,False
15,5,12,1557.3960851524712,False
15,5,13,1557.3960851524712,False
15,5,14,1557.3960851524712,False
15,6,5,1557.3960851524712,False
15,6,6,1557.3960851524712,False
15,6,7,1557.3960851524712,False
15,6,8,1557.3960851524712,False
15,6,9,1557.3960851524712,False
15,6,10,1557.3960851524712,False
15,6,11,1557.3960851524712,False
15,6,12,1557.3960851524712,False
15,6,13,1557.3960851524712,False
15,6,14,1557.3960851524712,False
15,7,5,1557.3960851524712,False
15,7,6,1557.3960851524712,False
15,7,7,1557.3960851524712,False
15,7,8,1557.3960851524712,False
15,7,9,1557.3960851524712,False
15,7,10,1557.3960851524712,False
15,7,11,1557.3960851524712,False
15,7,12,1557.3960851524712,False
15,7,13,1557.3960851524712,False
15,7,14,1557.3960851524712,False
15,8,5,1557.3960851524712,False
15,8,6,1557.3960851524712,False
15,8,7,1557.3960851524712,False
15,8,8,1557.3960851524712,False
15,8,9,1557.3960851524712,False
15,8,10,1557.3960851524712,False
15,8,11,1557.3960851524712,False
15,8,12,1557.3960851524712,False
15,8,13,1557.3960851524712,False
15,8,14,1557.3960851524712,False
15,9,5,1557.3960851524712,False
15,9,6,1557.3960851524712,False
15,9,7,1557.3960851524712,False
15,9,8,1557.3960851524712,False
15,9,9,1557.3960851524712,False
15,9,10,1557.3960851524712,False
15,9,11,1557.3960851524712,False
15,9,12,1557.3960851524712,False
15,9,13,1557.3960851524712,False
15,9,14,1557.3960851524712,False
15,10,5,1557.3960851524712,False
15,10,6,1557.3960851524712,False
15,10,7,1557.3960851524712,False
15,10,8,1557.3960851524712,False
15,10,9,1557.3960851524712,False
15,10,10,1557.3960851524712,False
15,10,11,1557.3960851524712,False
15,10,12,1557.3960851524712,False
15,10,13,1557.3960851524712,False
15,10,14,1557.3960851524712,False
